krok;sygnal_we;sygnal_wy
0;0
1;0
2;0.6
3;0.36
4;0.456
5;0.0576
6;0.36096
7;0.182016
8;0.492634
9;0.186371
10;0.416242
11;0.137923
12;0.433008
13;0.177051
14;0.446426
15;0.161625
16;0.429119
17;0.160497
18;0.438826
19;0.166998
20;0.436903
21;0.161943
22;0.435024
23;0.163849
24;0.437295
25;0.164068
26;0.436064
27;0.163198
28;0.43628
29;0.16385
krok;sygnal_we;sygnal_wy
0;0.436542
1;0.163615
2;0.534554
3;0.124253
4;0.45213
5;0.0984158
6;0.486082
7;0.13429
8;0.487235
9;0.113457
10;0.474043
11;0.118042
12;0.484709
13;0.12169
14;0.480499
15;0.116975
16;0.480196
17;0.119623
18;0.481966
19;0.119096
20;0.480588
21;0.118585
22;0.481108
23;0.119204
24;0.481167
25;0.118868
26;0.48093
27;0.118928
28;0.481108
29;0.118999
krok;sygnal_we;sygnal_wy
0;0.481044
1;0.118918
2;0.552433
3;0.0904004
4;0.492489
5;0.0715445
6;0.517142
7;0.0976496
8;0.518013
9;0.0825094
10;0.508406
11;0.0858293
12;0.516163
13;0.0884911
14;0.513106
15;0.08506
16;0.512881
17;0.0869839
18;0.51417
19;0.086603
20;0.513168
21;0.0862304
22;0.513546
23;0.0866805
24;0.51359
25;0.0864365
26;0.513417
27;0.0864794
28;0.513546
29;0.0865312
krok;sygnal_we;sygnal_wy
0;0.5135
1;0.0864723
2;0.565411
3;0.0657356
4;0.521822
5;0.0520244
6;0.539749
7;0.071007
8;0.540383
9;0.0599977
10;0.533397
11;0.0624118
12;0.539037
13;0.0643473
14;0.536814
15;0.0618524
16;0.536651
17;0.0632513
18;0.537588
19;0.0629744
20;0.536859
21;0.0627034
22;0.537134
23;0.0630307
24;0.537166
25;0.0628533
26;0.53704
27;0.0628845
28;0.537134
29;0.0629222
krok;sygnal_we;sygnal_wy
0;0.5371
1;0.0628793
2;0.574848
3;0.0478004
4;0.543152
5;0.0378301
6;0.556188
7;0.0516336
8;0.556648
9;0.043628
10;0.551569
11;0.0453834
12;0.55567
13;0.0467909
14;0.554054
15;0.0449767
16;0.553935
17;0.0459939
18;0.554616
19;0.0457925
20;0.554087
21;0.0455955
22;0.554286
23;0.0458335
24;0.554309
25;0.0457045
26;0.554218
27;0.0457272
28;0.554286
29;0.0457546
krok;sygnal_we;sygnal_wy
0;0.554262
1;0.0457234
2;0.581711
3;0.0347586
4;0.558663
5;0.0275086
6;0.568141
7;0.037546
8;0.568476
9;0.0317246
10;0.564783
11;0.0330011
12;0.567765
13;0.0340245
14;0.56659
15;0.0327053
16;0.566503
17;0.033445
18;0.566999
19;0.0332986
20;0.566614
21;0.0331553
22;0.566759
23;0.0333284
24;0.566775
25;0.0332346
26;0.566709
27;0.0332511
28;0.566759
29;0.033271
krok;sygnal_we;sygnal_wy
0;0.566741
1;0.0332483
2;0.586701
3;0.0252751
4;0.569941
5;0.0200032
6;0.576834
7;0.027302
8;0.577077
9;0.0230689
10;0.574391
11;0.0239971
12;0.57656
13;0.0247413
14;0.575705
15;0.023782
16;0.575642
17;0.0243199
18;0.576003
19;0.0242134
20;0.575723
21;0.0241092
22;0.575828
23;0.0242351
24;0.57584
25;0.0241669
26;0.575792
27;0.0241789
28;0.575828
29;0.0241934
krok;sygnal_we;sygnal_wy
0;0.575815
1;0.0241769
2;0.590329
3;0.0183791
4;0.578142
5;0.0145456
6;0.583154
7;0.0198529
8;0.583331
9;0.0167748
10;0.581378
11;0.0174498
12;0.582955
13;0.0179909
14;0.582334
15;0.0172934
16;0.582288
17;0.0176845
18;0.58255
19;0.0176071
20;0.582346
21;0.0175313
22;0.582423
23;0.0176228
24;0.582432
25;0.0175732
26;0.582397
27;0.017582
28;0.582423
29;0.0175925
krok;sygnal_we;sygnal_wy
0;0.582414
1;0.0175805
2;0.592968
3;0.0133646
4;0.584106
5;0.010577
6;0.58775
7;0.0144363
8;0.587879
9;0.012198
10;0.586459
11;0.0126888
12;0.587606
13;0.0130823
14;0.587154
15;0.0125751
16;0.587121
17;0.0128595
18;0.587311
19;0.0128032
20;0.587163
21;0.0127481
22;0.587219
23;0.0128146
24;0.587225
25;0.0127786
26;0.5872
27;0.0127849
28;0.587219
29;0.0127926
